"TransactionID","GeonameID","Latitude","Longitude","Geoname","UcdpPrecision","ADM1","ADM1ID","ADM2","ADM2ID"
"8723814206-10","1283154","27.58333","85.33333","Lalitpur","2","Central","2152","Bagmati","22351"
"8723814206-11","1282843","28.75","82.58333","Rukum","2","Mid Western","2155","Rapti","22360"
"8723814206-12","1283616","27.57901","86.34521","Bhandar","1","Central","2152","Janakpur","22352"
"8723814206-12","7801153","27.3303","86.06458","Ramechhap","2","Central","2152","Janakpur","22352"
"8723814206-12","7802555","27.56522","86.39673","Chaulakharka","1","Central","2152","Janakpur","22352"
"8723814206-12","7980997","27.57077","86.34884","Bamti","1","Central","2152","Janakpur","22352"
"8723814206-13","1282888","28.08333","82.83333","Pyuthan","2","Mid Western","2155","Rapti","22360"
"8723814206-13","7801118","28.08746","82.88336","PythanKhalanga","1","Mid Western","2155","Rapti","22360"
"8723814206-13","7979898","28.10681","82.85385","Bijuwar","1","Mid Western","2155","Rapti","22360"
"8723814206-14","1282991","27.66667","83.91667","Nawalparasi","2","Western","2156","Lumbini","22364"
"8723814206-14","1283282","27.58333","85.66667","Kabhre Palanchok","2","Central","2152","Bagmati","22351"
"8723814206-14","1283712","28.41667","83.16667","Baglung","2","Western","2156","Dhawalagiri","22362"
"8723814206-14","7800265","27.68874","84.05416","Deurali","1","Western","2156","Lumbini","22364"
"8723814206-14","7949045","28.14353","83.42935","Katike","1","Western","2156","Dhawalagiri","22362"
"8723814206-14","7963330","27.51396","85.81548","Gunsi Dobhang","1","Central","2152","Bagmati","22351"
"8723814206-15","1282947","27.16667","87.83333","Panchthar","2","Eastern","2153","Mechi","22355"
"8723814206-15","1283202","27.25","86.83333","Khotang","2","Eastern","2153","Sagarmatha","22356"
"8723814206-15","1283282","27.58333","85.66667","Kabhre Palanchok","2","Central","2152","Bagmati","22351"
"8723814206-15","7799170","27.4147","85.6244","Foksingtar","1","Central","2152","Bagmati","22351"
"8723814206-15","7964939","27.24233","86.71901","Maure","1","Eastern","2153","Sagarmatha","22356"
"8723814206-15","7977357","27.04934","87.75368","Sapsu","1","Eastern","2153","Mechi","22355"
"8723814206-2","7801037","27.31643","86.50508","Okhaldhunga","2","Eastern","2153","Sagarmatha","22356"
"8723814206-3","1283282","27.58333","85.66667","Kabhre Palanchok","2","Central","2152","Bagmati","22351"
"8723814206-4","1282771","26.75","86.33333","Siraha","2","Eastern","2153","Sagarmatha","22356"
"8723814206-5","1282758","27.75","86.75","Solukhumbu","2","Eastern","2153","Sagarmatha","22356"
"8723814206-5","7801153","27.3303","86.06458","Ramechhap","2","Central","2152","Janakpur","22352"
"8723814206-6","1283425","29.25","80.91667","Doti","2","Far Western","2154","Seti","22358"
"8723814206-6","7731493","29.2631","80.936","Silgadi Doti Airport","1","Far Western","2154","Seti","22358"
"8723814206-7","1282856","27","85.33333","Rautahat","2","Central","2152","Narayani","22353"
"8723814206-7","1283401","26.76667","85.26667","Gaur","1","Central","2152","Narayani","22353"
"8723814206-8","1283251","27.66667","82.91667","Kapilbastu","2","Western","2156","Lumbini","22364"
"8723814206-8","7960070","27.7405","82.8435","Surahi Naka","1","Western","2156","Lumbini","22364"
"8723814206-9","1282843","28.75","82.58333","Rukum","2","Mid Western","2155","Rapti","22360"
"8723814206-9","7963712","27.60401","85.43967","Phalamegaun","1","Central","2152","Bagmati","22351"
"872382368-1","7956087","29.30039","82.22804","Thingke","1","Mid Western","2155","Karnali","22359"
"872382368-10","7956087","29.30039","82.22804","Thingke","1","Mid Western","2155","Karnali","22359"
"872382368-11","7956087","29.30039","82.22804","Thingke","1","Mid Western","2155","Karnali","22359"
"872382368-12","7956087","29.30039","82.22804","Thingke","1","Mid Western","2155","Karnali","22359"
"872382368-14","7956087","29.30039","82.22804","Thingke","1","Mid Western","2155","Karnali","22359"
"872382368-15","7956087","29.30039","82.22804","Thingke","1","Mid Western","2155","Karnali","22359"
"872382368-16","7956087","29.30039","82.22804","Thingke","1","Mid Western","2155","Karnali","22359"
"872382368-17","7956087","29.30039","82.22804","Thingke","1","Mid Western","2155","Karnali","22359"
"872382368-18","7956087","29.30039","82.22804","Thingke","1","Mid Western","2155","Karnali","22359"
"872382368-19","7956087","29.30039","82.22804","Thingke","1","Mid Western","2155","Karnali","22359"
"872382368-2","7956087","29.30039","82.22804","Thingke","1","Mid Western","2155","Karnali","22359"
"872382368-20","7956087","29.30039","82.22804","Thingke","1","Mid Western","2155","Karnali","22359"
"872382368-21","7955905","29.22947","82.0113","Kudari","1","Mid Western","2155","Karnali","22359"
"872382368-21","7956152","29.15387","82.08395","Tamti","1","Mid Western","2155","Karnali","22359"
"872382368-22","7955905","29.22947","82.0113","Kudari","1","Mid Western","2155","Karnali","22359"
"872382368-22","7956152","29.15387","82.08395","Tamti","1","Mid Western","2155","Karnali","22359"
"872382368-23","7955905","29.22947","82.0113","Kudari","1","Mid Western","2155","Karnali","22359"
"872382368-23","7956152","29.15387","82.08395","Tamti","1","Mid Western","2155","Karnali","22359"
"872382368-24","7955905","29.22947","82.0113","Kudari","1","Mid Western","2155","Karnali","22359"
"872382368-24","7956152","29.15387","82.08395","Tamti","1","Mid Western","2155","Karnali","22359"
"872382368-25","7955905","29.22947","82.0113","Kudari","1","Mid Western","2155","Karnali","22359"
"872382368-25","7956152","29.15387","82.08395","Tamti","1","Mid Western","2155","Karnali","22359"
"872382368-26","7955905","29.22947","82.0113","Kudari","1","Mid Western","2155","Karnali","22359"
"872382368-26","7956152","29.15387","82.08395","Tamti","1","Mid Western","2155","Karnali","22359"
"872382368-27","7955905","29.22947","82.0113","Kudari","1","Mid Western","2155","Karnali","22359"
"872382368-27","7956152","29.15387","82.08395","Tamti","1","Mid Western","2155","Karnali","22359"
"872382368-28","7955905","29.22947","82.0113","Kudari","1","Mid Western","2155","Karnali","22359"
"872382368-28","7956152","29.15387","82.08395","Tamti","1","Mid Western","2155","Karnali","22359"
"872382368-29","7955905","29.22947","82.0113","Kudari","1","Mid Western","2155","Karnali","22359"
"872382368-29","7956152","29.15387","82.08395","Tamti","1","Mid Western","2155","Karnali","22359"
"872382368-3","7956087","29.30039","82.22804","Thingke","1","Mid Western","2155","Karnali","22359"
"872382368-30","7955905","29.22947","82.0113","Kudari","1","Mid Western","2155","Karnali","22359"
"872382368-30","7956152","29.15387","82.08395","Tamti","1","Mid Western","2155","Karnali","22359"
"872382368-31","7955905","29.22947","82.0113","Kudari","1","Mid Western","2155","Karnali","22359"
"872382368-31","7956152","29.15387","82.08395","Tamti","1","Mid Western","2155","Karnali","22359"
"872382368-32","7955905","29.22947","82.0113","Kudari","1","Mid Western","2155","Karnali","22359"
"872382368-32","7956152","29.15387","82.08395","Tamti","1","Mid Western","2155","Karnali","22359"
"872382368-33","7955905","29.22947","82.0113","Kudari","1","Mid Western","2155","Karnali","22359"
"872382368-33","7956152","29.15387","82.08395","Tamti","1","Mid Western","2155","Karnali","22359"
"872382368-34","7955905","29.22947","82.0113","Kudari","1","Mid Western","2155","Karnali","22359"
"872382368-34","7956152","29.15387","82.08395","Tamti","1","Mid Western","2155","Karnali","22359"
"872382368-35","7955905","29.22947","82.0113","Kudari","1","Mid Western","2155","Karnali","22359"
"872382368-35","7956152","29.15387","82.08395","Tamti","1","Mid Western","2155","Karnali","22359"
"872382368-36","7955905","29.22947","82.0113","Kudari","1","Mid Western","2155","Karnali","22359"
"872382368-36","7956152","29.15387","82.08395","Tamti","1","Mid Western","2155","Karnali","22359"
"872382368-37","7958418","29.18945","81.61555","Raku","1","","","",""
"872382368-38","7958418","29.18945","81.61555","Raku","1","","","",""
"872382368-39","7958418","29.18945","81.61555","Raku","1","","","",""
"872382368-4","7956087","29.30039","82.22804","Thingke","1","Mid Western","2155","Karnali","22359"
"872382368-40","7958418","29.18945","81.61555","Raku","1","","","",""
"872382368-41","7958418","29.18945","81.61555","Raku","1","","","",""
"872382368-42","7958418","29.18945","81.61555","Raku","1","","","",""
"872382368-43","7958418","29.18945","81.61555","Raku","1","","","",""
"872382368-44","7958418","29.18945","81.61555","Raku","1","","","",""
"872382368-45","7958418","29.18945","81.61555","Raku","1","","","",""
"872382368-46","7958418","29.18945","81.61555","Raku","1","","","",""
"872382368-47","7958418","29.18945","81.61555","Raku","1","","","",""
"872382368-48","7958418","29.18945","81.61555","Raku","1","","","",""
"872382368-49","7958418","29.18945","81.61555","Raku","1","","","",""
"872382368-5","7956087","29.30039","82.22804","Thingke","1","Mid Western","2155","Karnali","22359"
"872382368-50","7958418","29.18945","81.61555","Raku","1","","","",""
"872382368-51","7958418","29.18945","81.61555","Raku","1","","","",""
"872382368-52","7958418","29.18945","81.61555","Raku","1","","","",""
"872382368-53","7958418","29.18945","81.61555","Raku","1","","","",""
"872382368-54","7958418","29.18945","81.61555","Raku","1","","","",""
"872382368-55","7958418","29.18945","81.61555","Raku","1","","","",""
"872382368-56","7958418","29.18945","81.61555","Raku","1","","","",""
"872382368-57","7958418","29.18945","81.61555","Raku","1","","","",""
"872382368-58","7800864","28.13421","84.34071","Kunchha","5","Western","2156","Gandaki","22363"
"872382368-58","7800876","28.13188","84.41991","Sundarbazar","1","Western","2156","Gandaki","22363"
"872382368-58","7966960","28.08995","84.23472","Dui Piple","1","Western","2156","Gandaki","22363"
"872382368-59","7800864","28.13421","84.34071","Kunchha","5","Western","2156","Gandaki","22363"
"872382368-59","7800876","28.13188","84.41991","Sundarbazar","1","Western","2156","Gandaki","22363"
"872382368-59","7966960","28.08995","84.23472","Dui Piple","1","Western","2156","Gandaki","22363"
"872382368-6","7956087","29.30039","82.22804","Thingke","1","Mid Western","2155","Karnali","22359"
"872382368-60","7800864","28.13421","84.34071","Kunchha","5","Western","2156","Gandaki","22363"
"872382368-60","7800876","28.13188","84.41991","Sundarbazar","1","Western","2156","Gandaki","22363"
"872382368-60","7966960","28.08995","84.23472","Dui Piple","1","Western","2156","Gandaki","22363"
"872382368-61","7800864","28.13421","84.34071","Kunchha","5","Western","2156","Gandaki","22363"
"872382368-61","7800876","28.13188","84.41991","Sundarbazar","1","Western","2156","Gandaki","22363"
"872382368-61","7966960","28.08995","84.23472","Dui Piple","1","Western","2156","Gandaki","22363"
"872382368-62","7800864","28.13421","84.34071","Kunchha","5","Western","2156","Gandaki","22363"
"872382368-62","7800876","28.13188","84.41991","Sundarbazar","1","Western","2156","Gandaki","22363"
"872382368-62","7966960","28.08995","84.23472","Dui Piple","1","Western","2156","Gandaki","22363"
"872382368-63","7800864","28.13421","84.34071","Kunchha","5","Western","2156","Gandaki","22363"
"872382368-63","7800876","28.13188","84.41991","Sundarbazar","1","Western","2156","Gandaki","22363"
"872382368-63","7966960","28.08995","84.23472","Dui Piple","1","Western","2156","Gandaki","22363"
"872382368-64","7800864","28.13421","84.34071","Kunchha","5","Western","2156","Gandaki","22363"
"872382368-64","7800876","28.13188","84.41991","Sundarbazar","1","Western","2156","Gandaki","22363"
"872382368-64","7966960","28.08995","84.23472","Dui Piple","1","Western","2156","Gandaki","22363"
"872382368-65","7800864","28.13421","84.34071","Kunchha","5","Western","2156","Gandaki","22363"
"872382368-65","7800876","28.13188","84.41991","Sundarbazar","1","Western","2156","Gandaki","22363"
"872382368-65","7966960","28.08995","84.23472","Dui Piple","1","Western","2156","Gandaki","22363"
"872382368-66","7800864","28.13421","84.34071","Kunchha","5","Western","2156","Gandaki","22363"
"872382368-66","7800876","28.13188","84.41991","Sundarbazar","1","Western","2156","Gandaki","22363"
"872382368-66","7966960","28.08995","84.23472","Dui Piple","1","Western","2156","Gandaki","22363"
"872382368-67","7800864","28.13421","84.34071","Kunchha","5","Western","2156","Gandaki","22363"
"872382368-67","7800876","28.13188","84.41991","Sundarbazar","1","Western","2156","Gandaki","22363"
"872382368-67","7966960","28.08995","84.23472","Dui Piple","1","Western","2156","Gandaki","22363"
"872382368-68","7800864","28.13421","84.34071","Kunchha","5","Western","2156","Gandaki","22363"
"872382368-68","7800876","28.13188","84.41991","Sundarbazar","1","Western","2156","Gandaki","22363"
"872382368-68","7966960","28.08995","84.23472","Dui Piple","1","Western","2156","Gandaki","22363"
"872382368-69","7800864","28.13421","84.34071","Kunchha","5","Western","2156","Gandaki","22363"
"872382368-69","7800876","28.13188","84.41991","Sundarbazar","1","Western","2156","Gandaki","22363"
"872382368-69","7966960","28.08995","84.23472","Dui Piple","1","Western","2156","Gandaki","22363"
"872382368-7","7956087","29.30039","82.22804","Thingke","1","Mid Western","2155","Karnali","22359"
"872382368-70","7800864","28.13421","84.34071","Kunchha","5","Western","2156","Gandaki","22363"
"872382368-70","7800876","28.13188","84.41991","Sundarbazar","1","Western","2156","Gandaki","22363"
"872382368-70","7966960","28.08995","84.23472","Dui Piple","1","Western","2156","Gandaki","22363"
"872382368-71","7800864","28.13421","84.34071","Kunchha","5","Western","2156","Gandaki","22363"
"872382368-71","7800876","28.13188","84.41991","Sundarbazar","1","Western","2156","Gandaki","22363"
"872382368-71","7966960","28.08995","84.23472","Dui Piple","1","Western","2156","Gandaki","22363"
"872382368-72","7800864","28.13421","84.34071","Kunchha","5","Western","2156","Gandaki","22363"
"872382368-72","7800876","28.13188","84.41991","Sundarbazar","1","Western","2156","Gandaki","22363"
"872382368-72","7966960","28.08995","84.23472","Dui Piple","1","Western","2156","Gandaki","22363"
"872382368-73","7800864","28.13421","84.34071","Kunchha","5","Western","2156","Gandaki","22363"
"872382368-73","7800876","28.13188","84.41991","Sundarbazar","1","Western","2156","Gandaki","22363"
"872382368-73","7966960","28.08995","84.23472","Dui Piple","1","Western","2156","Gandaki","22363"
"872382368-74","7800864","28.13421","84.34071","Kunchha","5","Western","2156","Gandaki","22363"
"872382368-74","7800876","28.13188","84.41991","Sundarbazar","1","Western","2156","Gandaki","22363"
"872382368-74","7966960","28.08995","84.23472","Dui Piple","1","Western","2156","Gandaki","22363"
"872382368-75","7800864","28.13421","84.34071","Kunchha","5","Western","2156","Gandaki","22363"
"872382368-75","7800876","28.13188","84.41991","Sundarbazar","1","Western","2156","Gandaki","22363"
"872382368-75","7966960","28.08995","84.23472","Dui Piple","1","Western","2156","Gandaki","22363"
"872382368-76","7800864","28.13421","84.34071","Kunchha","5","Western","2156","Gandaki","22363"
"872382368-76","7800876","28.13188","84.41991","Sundarbazar","1","Western","2156","Gandaki","22363"
"872382368-76","7966960","28.08995","84.23472","Dui Piple","1","Western","2156","Gandaki","22363"
"872382368-77","7800864","28.13421","84.34071","Kunchha","5","Western","2156","Gandaki","22363"
"872382368-77","7800876","28.13188","84.41991","Sundarbazar","1","Western","2156","Gandaki","22363"
"872382368-77","7966960","28.08995","84.23472","Dui Piple","1","Western","2156","Gandaki","22363"
"872382368-78","7800864","28.13421","84.34071","Kunchha","5","Western","2156","Gandaki","22363"
"872382368-78","7800876","28.13188","84.41991","Sundarbazar","1","Western","2156","Gandaki","22363"
"872382368-78","7966960","28.08995","84.23472","Dui Piple","1","Western","2156","Gandaki","22363"
"872382368-79","7800864","28.13421","84.34071","Kunchha","5","Western","2156","Gandaki","22363"
"872382368-79","7800876","28.13188","84.41991","Sundarbazar","1","Western","2156","Gandaki","22363"
"872382368-79","7966960","28.08995","84.23472","Dui Piple","1","Western","2156","Gandaki","22363"
"872382368-8","7956087","29.30039","82.22804","Thingke","1","Mid Western","2155","Karnali","22359"
"872382368-80","7800864","28.13421","84.34071","Kunchha","5","Western","2156","Gandaki","22363"
"872382368-80","7800876","28.13188","84.41991","Sundarbazar","1","Western","2156","Gandaki","22363"
"872382368-80","7966960","28.08995","84.23472","Dui Piple","1","Western","2156","Gandaki","22363"
"872382368-81","7800873","28.12497","84.24881","Samibhanjyang","1","Western","2156","Gandaki","22363"
"872382368-82","7800873","28.12497","84.24881","Samibhanjyang","1","Western","2156","Gandaki","22363"
"872382368-83","7800873","28.12497","84.24881","Samibhanjyang","1","Western","2156","Gandaki","22363"
"872382368-84","7800873","28.12497","84.24881","Samibhanjyang","1","Western","2156","Gandaki","22363"
"872382368-85","7800873","28.12497","84.24881","Samibhanjyang","1","Western","2156","Gandaki","22363"
"872382368-86","7800873","28.12497","84.24881","Samibhanjyang","1","Western","2156","Gandaki","22363"
"872382368-87","7800873","28.12497","84.24881","Samibhanjyang","1","Western","2156","Gandaki","22363"
"872382368-88","7800873","28.12497","84.24881","Samibhanjyang","1","Western","2156","Gandaki","22363"
"872382368-9","7956087","29.30039","82.22804","Thingke","1","Mid Western","2155","Karnali","22359"
"8723851781-1","1282776","27.25","86","Sindhuli","3","Central","2152","Janakpur","22352"
"8723851781-1","7799205","27.1018","85.4784","Karmaiya","1","Central","2152","Narayani","22353"
"8723851781-1","7799781","27.257","85.5033","Pipalmadi","1","Central","2152","Janakpur","22352"
"8723851781-2","1282776","27.25","86","Sindhuli","3","Central","2152","Janakpur","22352"
"8723851781-2","7799205","27.1018","85.4784","Karmaiya","1","Central","2152","Narayani","22353"
"8723851781-2","7799781","27.257","85.5033","Pipalmadi","1","Central","2152","Janakpur","22352"
"8723851781-3","1282776","27.25","86","Sindhuli","3","Central","2152","Janakpur","22352"
"8723851781-3","7799205","27.1018","85.4784","Karmaiya","1","Central","2152","Narayani","22353"
"8723851781-3","7799781","27.257","85.5033","Pipalmadi","1","Central","2152","Janakpur","22352"
"8723851781-4","7799035","27.8614","83.888","Rampur","1","Western","2156","Lumbini","22364"
"8723851781-4","7801037","27.31643","86.50508","Okhaldhunga","1","Eastern","2153","Sagarmatha","22356"
"8723851781-5","7799035","27.8614","83.888","Rampur","1","Western","2156","Lumbini","22364"
"8723851781-5","7801037","27.31643","86.50508","Okhaldhunga","1","Eastern","2153","Sagarmatha","22356"
"8723851781-6","7799035","27.8614","83.888","Rampur","1","Western","2156","Lumbini","22364"
"8723851781-6","7801037","27.31643","86.50508","Okhaldhunga","1","Eastern","2153","Sagarmatha","22356"
"8723851781-7","1283202","27.25","86.83333","Khotang","2","Eastern","2153","Sagarmatha","22356"
"8723851781-8","7801037","27.31643","86.50508","Okhaldhunga","1","Eastern","2153","Sagarmatha","22356"
"8723883713-1","7956754","28.88842","80.67527","Jagati","1","Far Western","2154","Seti","22358"
"8723883713-10","1282847","28.41667","82.75","Rolpa","2","Mid Western","2155","Rapti","22360"
"8723883713-10","7802306","28.23571","82.81439","Sirpa","1","Mid Western","2155","Rapti","22360"
"8723883713-10","7829334","28.414","82.4735","Talawang1","1","Mid Western","2155","Rapti","22360"
"8723883713-10","7984125","28.25","82.73107","Sulichaur","1","Mid Western","2155","Rapti","22360"
"8723883713-10","7984852","28.26778","82.75907","Badachaur","1","Mid Western","2155","Rapti","22360"
"8723883713-11","1283431","27.83333","86.25","Dolakha","2","Central","2152","Janakpur","22352"
"8723883713-11","7811871","27.7618","86.2622","Marbu1","1","Central","2152","Janakpur","22352"
"8723883713-11","7811898","27.624","86.0899","Namdu1","1","Central","2152","Janakpur","22352"
"8723883713-11","7944740","27.69672","86.15327","Chhap","1","Central","2152","Janakpur","22352"
"8723883713-12","1282947","27.16667","87.83333","Panchthar","2","Eastern","2153","Mechi","22355"
"8723883713-12","7810735","26.8786","87.5734","Durdimba1","1","Eastern","2153","Mechi","22355"
"8723883713-12","7810789","26.8717","87.6404","Limba1","1","Eastern","2153","Mechi","22355"
"8723883713-13","1282947","27.16667","87.83333","Panchthar","2","Eastern","2153","Mechi","22355"
"8723883713-13","7810735","26.8786","87.5734","Durdimba1","1","Eastern","2153","Mechi","22355"
"8723883713-13","7810789","26.8717","87.6404","Limba1","1","Eastern","2153","Mechi","22355"
"8723883713-14","1282776","27.25","86","Sindhuli","2","Central","2152","Janakpur","22352"
"8723883713-14","7801153","27.3303","86.06458","Ramechhap","2","Central","2152","Janakpur","22352"
"8723883713-14","7981136","27.40533","86.20403","Trisule","1","Central","2152","Janakpur","22352"
"8723883713-14","7992629","27.26164","86.09822","Jitpur","1","Central","2152","Janakpur","22352"
"8723883713-14","7992969","27.11331","86.27578","Hattikharka","1","Central","2152","Janakpur","22352"
"8723883713-14","7993568","27.12079","86.31977","Arkhaule","1","Central","2152","Janakpur","22352"
"8723883713-15","1282776","27.25","86","Sindhuli","2","Central","2152","Janakpur","22352"
"8723883713-15","7801153","27.3303","86.06458","Ramechhap","2","Central","2152","Janakpur","22352"
"8723883713-15","7981136","27.40533","86.20403","Trisule","1","Central","2152","Janakpur","22352"
"8723883713-15","7992629","27.26164","86.09822","Jitpur","1","Central","2152","Janakpur","22352"
"8723883713-15","7992969","27.11331","86.27578","Hattikharka","1","Central","2152","Janakpur","22352"
"8723883713-15","7993568","27.12079","86.31977","Arkhaule","1","Central","2152","Janakpur","22352"
"8723883713-16","1283466","27","87.33333","Dhankuta","2","Eastern","2153","Koshi","22354"
"8723883713-17","1283154","27.58333","85.33333","Lalitpur","2","Central","2152","Bagmati","22351"
"8723883713-17","7799952","27.5307","85.3306","Dalchoki","2","Central","2152","Bagmati","22351"
"8723883713-17","7813686","27.4725","85.3042","Ikudol1","1","Central","2152","Bagmati","22351"
"8723883713-18","1283154","27.58333","85.33333","Lalitpur","2","Central","2152","Bagmati","22351"
"8723883713-18","7799952","27.5307","85.3306","Dalchoki","2","Central","2152","Bagmati","22351"
"8723883713-18","7813686","27.4725","85.3042","Ikudol1","1","Central","2152","Bagmati","22351"
"8723883713-19","1283431","27.83333","86.25","Dolakha","2","Central","2152","Janakpur","22352"
"8723883713-19","7800637","27.64299","86.10564","Namdu","2","Central","2152","Janakpur","22352"
"8723883713-19","7811871","27.7618","86.2622","Marbu1","1","Central","2152","Janakpur","22352"
"8723883713-19","7944740","27.69672","86.15327","Chhap","1","Central","2152","Janakpur","22352"
"8723883713-2","7956754","28.88842","80.67527","Jagati","1","Far Western","2154","Seti","22358"
"8723883713-20","1282744","26.66667","87.16667","Sunsari","2","Eastern","2153","Koshi","22354"
"8723883713-20","1282771","26.75","86.33333","Siraha","2","Eastern","2153","Sagarmatha","22356"
"8723883713-20","7806861","26.7845","86.1606","Bhokraha1","1","Eastern","2153","Sagarmatha","22356"
"8723883713-20","7832619","26.6809","87.1119","Prakashpur1","1","Eastern","2153","Koshi","22354"
"8723883713-20","8007827","26.73896","86.58947","Rajabas","1","Eastern","2153","Sagarmatha","22356"
"8723883713-21","1282776","27.25","86","Sindhuli","2","Central","2152","Janakpur","22352"
"8723883713-21","7992484","27.32634","85.81884","Haitar","1","Central","2152","Janakpur","22352"
"8723883713-21","7992549","27.26299","85.93765","Pipal Bhanjyang","1","Central","2152","Janakpur","22352"
"8723883713-21","7993196","27.21166","85.90837","Sindhulimadhi","1","Central","2152","Janakpur","22352"
"8723883713-22","7992484","27.32634","85.81884","Haitar","1","Central","2152","Janakpur","22352"
"8723883713-22","7992549","27.26299","85.93765","Pipal Bhanjyang","1","Central","2152","Janakpur","22352"
"8723883713-22","7993196","27.21166","85.90837","Sindhulimadhi","1","Central","2152","Janakpur","22352"
"8723883713-23","1283710","27.91667","85.41667","Bagmati Zone","3","Central","2152","Bagmati","22351"
"8723883713-23","7800740","26.73162","87.97148","Khudunabari","2","Eastern","2153","Mechi","22355"
"8723883713-23","7820656","27.9861","84.3985","Barbhanjyang1","1","Western","2156","Gandaki","22363"
"8723883713-23","7939764","27.85502","82.57244","Santipur","1","Mid Western","2155","Rapti","22360"
"8723883713-23","7952606","26.77528","87.99144","Barphalyang","1","Eastern","2153","Mechi","22355"
"8723883713-23","7962817","27.51777","85.53733","Kamidanda","1","Central","2152","Bagmati","22351"
"8723883713-23","7963564","27.56737","85.5391","Khopasi","1","Central","2152","Bagmati","22351"
"8723883713-23","7963755","27.39679","85.488","Taldhunga","1","Central","2152","Bagmati","22351"
"8723883713-3","1283241","27.70704","85.33218","Kathmandu District","2","Central","2152","Bagmati","22351"
"8723883713-3","1283539","27.7752","85.7104","Chautara","1","Central","2152","Bagmati","22351"
"8723883713-3","7647006","27.82936","85.54504","Sindhupalchok","2","Central","2152","Bagmati","22351"
"8723883713-3","7812421","27.8245","85.5679","Melamchi1","1","Central","2152","Bagmati","22351"
"8723883713-3","7815663","27.7154","85.1341","Naubise1","1","Central","2152","Bagmati","22351"
"8723883713-4","1283241","27.70704","85.33218","Kathmandu District","2","Central","2152","Bagmati","22351"
"8723883713-4","1283539","27.7752","85.7104","Chautara","1","Central","2152","Bagmati","22351"
"8723883713-4","7647006","27.82936","85.54504","Sindhupalchok","2","Central","2152","Bagmati","22351"
"8723883713-4","7812421","27.8245","85.5679","Melamchi1","1","Central","2152","Bagmati","22351"
"8723883713-4","7815663","27.7154","85.1341","Naubise1","1","Central","2152","Bagmati","22351"
"8723883713-5","1283241","27.70704","85.33218","Kathmandu District","2","Central","2152","Bagmati","22351"
"8723883713-5","1283539","27.7752","85.7104","Chautara","1","Central","2152","Bagmati","22351"
"8723883713-5","7647006","27.82936","85.54504","Sindhupalchok","2","Central","2152","Bagmati","22351"
"8723883713-5","7812421","27.8245","85.5679","Melamchi1","1","Central","2152","Bagmati","22351"
"8723883713-5","7815663","27.7154","85.1341","Naubise1","1","Central","2152","Bagmati","22351"
"8723883713-6","1283241","27.70704","85.33218","Kathmandu District","2","Central","2152","Bagmati","22351"
"8723883713-6","1283539","27.7752","85.7104","Chautara","1","Central","2152","Bagmati","22351"
"8723883713-6","7647006","27.82936","85.54504","Sindhupalchok","2","Central","2152","Bagmati","22351"
"8723883713-6","7812421","27.8245","85.5679","Melamchi1","1","Central","2152","Bagmati","22351"
"8723883713-6","7815663","27.7154","85.1341","Naubise1","1","Central","2152","Bagmati","22351"
"8723883713-7","1283334","26.91667","87.91667","Ilam","2","Eastern","2153","Mechi","22355"
"8723883713-7","7815852","26.9265","87.793","Dhuseni1","1","Eastern","2153","Mechi","22355"
"8723883713-7","7815888","26.9083","87.7604","Gajurmukhi1","1","Eastern","2153","Mechi","22355"
"8723883713-7","7816043","26.9331","87.8378","Mangalbare1","1","Eastern","2153","Mechi","22355"
"8723883713-8","1282847","28.41667","82.75","Rolpa","2","Mid Western","2155","Rapti","22360"
"8723883713-8","1283334","26.91667","87.91667","Ilam","2","Eastern","2153","Mechi","22355"
"8723883713-8","7815852","26.9265","87.793","Dhuseni1","1","Eastern","2153","Mechi","22355"
"8723883713-8","7815888","26.9083","87.7604","Gajurmukhi1","1","Eastern","2153","Mechi","22355"
"8723883713-8","7816043","26.9331","87.8378","Mangalbare1","1","Eastern","2153","Mechi","22355"
"8723883713-8","7829334","28.414","82.4735","Talawang1","1","Mid Western","2155","Rapti","22360"
"8723883713-8","7984125","28.25","82.73107","Sulichaur","1","Mid Western","2155","Rapti","22360"
"8723883713-8","7984852","28.26778","82.75907","Badachaur","1","Mid Western","2155","Rapti","22360"
"OAP1-1","1282630","26.91667","86.66667","Udayapur","2","Eastern","2153","Sagarmatha","22356"
"OAP1-1","1282722","27.91667","84.25","Tanahun","2","Western","2156","Gandaki","22363"
"OAP1-1","1282806","27","85.58333","Sarlahi","2","Central","2152","Janakpur","22352"
"OAP1-1","1282827","28.41667","82.25","Salyan","2","Mid Western","2155","Rapti","22360"
"OAP1-1","1282837","27.66667","83.41667","Rupandehi","2","Western","2156","Lumbini","22364"
"OAP1-1","1282856","27","85.33333","Rautahat","2","Central","2152","Narayani","22353"
"OAP1-1","1282859","28.16667","85.33333","Rasuwa","2","Central","2152","Bagmati","22351"
"OAP1-1","1282888","28.08333","82.83333","Pyuthan","2","Mid Western","2155","Rapti","22360"
"OAP1-1","1282973","27.91667","85.25","Nuwakot","2","Central","2152","Bagmati","22351"
"OAP1-1","1282988","28","84","Federal Democratic Republic of Nepal","8","","","",""
"OAP1-1","1282991","27.66667","83.91667","Nawalparasi","2","Western","2156","Lumbini","22364"
"OAP1-1","1283094","26.91667","85.83333","Mahottari","2","Central","2152","Janakpur","22352"
"OAP1-1","1283262","28.83333","80.33333","Kanchanpur","2","Far Western","2154","Mahakali","22357"
